title,description,like_number,view_count,first_image,first_text
7인 7색 방탄소년단 사복 패션 분석!,"<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/771db25b-eb83-4bf6-9b3a-c84a176e156c-mid"" alt=""전 세계 아미들 소리 벗고 팬티 질럿…!!!!!

오늘은 잘생긴 애 옆에 잘생긴 애~
비주얼과 패션 모두 훈훈한
방탄소년단 멤버들의 패션을 분석해봤어!"">
                  </figure>
              
          
          
              <div class=""description"">전 세계 아미들 소리 벗고 팬티 질럿…!!!!!

오늘은 잘생긴 애 옆에 잘생긴 애~
비주얼과 패션 모두 훈훈한
방탄소년단 멤버들의 패션을 분석해봤어!</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  
                      
                          <figure class=""image"">
                              <img src=""https://d33ur1yh5ph6b5.cloudfront.net/99cded1a-059e-4e3f-8b0b-f1390af1efea"" alt=""에디터도 글을 쓰면서
탄이들의 비주얼을 보고
내내 정신을 못 차렸다는 후문ㅠ

그럼 노래 DNA처럼 7인 7색 개성이 뚜렷한
방탄소년단의 훈훈한 사복패션 바로 소개할게

단, 잘생긴 비주얼에 빠져 허우적 될 수 있음 주의!!
ʕ㋛'͡༼~~♥"">
                          </figure>
                      
                   
              
          
          
              <div class=""description"">에디터도 글을 쓰면서
탄이들의 비주얼을 보고
내내 정신을 못 차렸다는 후문ㅠ

그럼 노래 DNA처럼 7인 7색 개성이 뚜렷한
방탄소년단의 훈훈한 사복패션 바로 소개할게

단, 잘생긴 비주얼에 빠져 허우적 될 수 있음 주의!!
ʕ㋛'͡༼~~♥</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/2303909a-68e2-4ce8-85b0-b9bbb4efefa9-mid"" alt=""먼저 방탄소년단 리더 RM의
사복 패션을 먼저 살펴볼까?

연예인들 사이에서도
옷 잘 입기로 소문난 RM은
패션 아이템 ‘자켓’을 적극적으로 활용한
스타일링을 많이 볼 수 있었어

댄디하게 또는 소년답게 풋풋하면서
세련된 그의 자켓룩!
같은 남자라도 그의 패션 센스에
빠져들 수밖에 없을 거야...★

거기다 목도리, 보타이 그리고 안경 등
TPO에 맞는 악세사리 연출로
센슈얼한 코디를 완성했는데,

남친룩의 정석을 알고 싶다면
RM의 사복 센스를 참고해보자!"">
                  </figure>
              
          
          
              <div class=""description"">먼저 방탄소년단 리더 RM의
사복 패션을 먼저 살펴볼까?

연예인들 사이에서도
옷 잘 입기로 소문난 RM은
패션 아이템 ‘자켓’을 적극적으로 활용한
스타일링을 많이 볼 수 있었어

댄디하게 또는 소년답게 풋풋하면서
세련된 그의 자켓룩!
같은 남자라도 그의 패션 센스에
빠져들 수밖에 없을 거야...★

거기다 목도리, 보타이 그리고 안경 등
TPO에 맞는 악세사리 연출로
센슈얼한 코디를 완성했는데,

남친룩의 정석을 알고 싶다면
RM의 사복 센스를 참고해보자!</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/a2e894c1-c18e-4575-a6ee-74ae05a7176d-mid"" alt=""RM처럼 훈훈하고 차분하면서
댄디함을 완성해 줄 아우터로
데일리룩, 데이트룩 등 활용도가 높은
캐주얼한 자켓들이야

캐주얼하게 연출하고 싶다면
RM 사복 코디처럼 후드티나 맨투맨을
이너로 착용하고 청바지 또는 슬랙스를
함께 매치해 편안하면서
멋스러운 데일리룩을 완성해보자!"">
                  </figure>
              
          
          
              <div class=""description"">RM처럼 훈훈하고 차분하면서
댄디함을 완성해 줄 아우터로
데일리룩, 데이트룩 등 활용도가 높은
캐주얼한 자켓들이야

캐주얼하게 연출하고 싶다면
RM 사복 코디처럼 후드티나 맨투맨을
이너로 착용하고 청바지 또는 슬랙스를
함께 매치해 편안하면서
멋스러운 데일리룩을 완성해보자!</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/16f21fbc-4e0b-4c0f-9cbf-d0fe81892592-mid"" alt=""제이홉은 최근 세계 최대 음원 플랫폼인
스포티파이에서 4억 스트리밍을
돌파할 정도로 음악에 대한 영향력이
높은 멤버인데,

사복 패션을 보면
자신의 음악 감성과 비슷한
개성 있는 코디가 눈에 띄더라구!

음악뿐만 아니라 사복패션에도 힙(HIP)이
느껴지는 제이홉’s 스타일~

그중 모자나 헤드밴드를 착용해
자유로운 감각과 개성 있는
스타일링을 연출해 주었어
"">
                  </figure>
              
          
          
              <div class=""description"">제이홉은 최근 세계 최대 음원 플랫폼인
스포티파이에서 4억 스트리밍을
돌파할 정도로 음악에 대한 영향력이
높은 멤버인데,

사복 패션을 보면
자신의 음악 감성과 비슷한
개성 있는 코디가 눈에 띄더라구!

음악뿐만 아니라 사복패션에도 힙(HIP)이
느껴지는 제이홉’s 스타일~

그중 모자나 헤드밴드를 착용해
자유로운 감각과 개성 있는
스타일링을 연출해 주었어</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/f03d858d-80fc-48d4-96e9-ac184e6fa697-mid"" alt=""BTS 제이홉처럼 힙하면서
감각적인 스트리트 패션을 완성하고 싶다면
버킷햇 같은 모자와 헤드밴드를
함께 매치하는 걸 추천해

모자와 헤드밴드는
다양하고 개성 있는 디자인과
상대적으로 부담되지 않는 가격에
그날의 룩을 좀 더 완벽하게 
연출해 줄 패션 아이템!

2% 부족할 수 있는 룩에
엣지를 더해주어 개성 있는 스타일로 꾸며보쟈"">
                  </figure>
              
          
          
              <div class=""description"">BTS 제이홉처럼 힙하면서
감각적인 스트리트 패션을 완성하고 싶다면
버킷햇 같은 모자와 헤드밴드를
함께 매치하는 걸 추천해

모자와 헤드밴드는
다양하고 개성 있는 디자인과
상대적으로 부담되지 않는 가격에
그날의 룩을 좀 더 완벽하게 
연출해 줄 패션 아이템!

2% 부족할 수 있는 룩에
엣지를 더해주어 개성 있는 스타일로 꾸며보쟈</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/bd749cb9-03d6-4213-a8ea-366cfd1a54f3-mid"" alt=""너무 멋있어서 오빠라고 외치고 싶은
방탄소년단 진의 꾸안꾸 남친룩!

워낙 훈훈한 비주얼이지만
심플한 패션 아이템으로 외모가 더 돋보여๑°⌓°๑

공식 석상 또는 SNS 속에서
진은 맨투맨이나 후드티 등의
심플한 상의를 매치해 20대의 풋풋한 
사복패션을 보여주는데

마치 훈훈한 미대 오빠 스타일이라고
해야 할까…♥
"">
                  </figure>
              
          
          
              <div class=""description"">너무 멋있어서 오빠라고 외치고 싶은
방탄소년단 진의 꾸안꾸 남친룩!

워낙 훈훈한 비주얼이지만
심플한 패션 아이템으로 외모가 더 돋보여๑°⌓°๑

공식 석상 또는 SNS 속에서
진은 맨투맨이나 후드티 등의
심플한 상의를 매치해 20대의 풋풋한 
사복패션을 보여주는데

마치 훈훈한 미대 오빠 스타일이라고
해야 할까…♥</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/e8027247-9665-4da4-867e-85fc511f9268-mid"" alt=""방탄소년단 진의 꾸안꾸이면서
훈훈한 남친룩을 완성시켜준
아이템 중 하나는 바로 맨투맨!

가장 기본적인 아이템으로
디자인도 다양하고 아우터와 하의에도
쉽게 매치할 수 있어 매력적이야

심플한 로고 디테일부터
스트라이프까지 깔끔한 느낌으로
데일리룩 또는 커플 맨투맨으로도 활용해
편안한 룩을 연출해보쟈
"">
                  </figure>
              
          
          
              <div class=""description"">방탄소년단 진의 꾸안꾸이면서
훈훈한 남친룩을 완성시켜준
아이템 중 하나는 바로 맨투맨!

가장 기본적인 아이템으로
디자인도 다양하고 아우터와 하의에도
쉽게 매치할 수 있어 매력적이야

심플한 로고 디테일부터
스트라이프까지 깔끔한 느낌으로
데일리룩 또는 커플 맨투맨으로도 활용해
편안한 룩을 연출해보쟈</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/b4934d4e-82e6-4b46-8569-abf2d51384fd-mid"" alt=""방탄소년단 슈가는
특히 다양한 컨셉의 사복 패션을 보여주었는데
공통점으로 레터링 디테일의 제품을
단독 또는 아우터로 센스 있게
매치해 주었어✔️

화보, 사복패션 그리고 공항패션에서도
그의 레터링 사랑을 느낄 수 있었는데

깔끔하게 단독으로 포인트를 주거나
또는 아우터와 함께 레이어드해
좀 더 센슈얼한 남성 코디를 완성했어"">
                  </figure>
              
          
          
              <div class=""description"">방탄소년단 슈가는
특히 다양한 컨셉의 사복 패션을 보여주었는데
공통점으로 레터링 디테일의 제품을
단독 또는 아우터로 센스 있게
매치해 주었어✔️

화보, 사복패션 그리고 공항패션에서도
그의 레터링 사랑을 느낄 수 있었는데

깔끔하게 단독으로 포인트를 주거나
또는 아우터와 함께 레이어드해
좀 더 센슈얼한 남성 코디를 완성했어</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/0106b919-c447-4e80-8a65-ba6ede715787-mid"" alt=""밋밋한 민무늬 티셔츠에 질렸다면
레터링 티셔츠는 심플한 멋은 물론
단독으로 입어도 룩 자체가 심심하지 않고
세련되어 보여!

올봄 방탄 슈가처럼 좀 더 센슈얼한
코디 감각을 뽐내고 싶다면
체크 셔츠 또는 아우터와 함께 매치해 
개성 있는 스타일링을 완성해보자구"">
                  </figure>
              
          
          
              <div class=""description"">밋밋한 민무늬 티셔츠에 질렸다면
레터링 티셔츠는 심플한 멋은 물론
단독으로 입어도 룩 자체가 심심하지 않고
세련되어 보여!

올봄 방탄 슈가처럼 좀 더 센슈얼한
코디 감각을 뽐내고 싶다면
체크 셔츠 또는 아우터와 함께 매치해 
개성 있는 스타일링을 완성해보자구</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/edb34eea-b048-454f-aa46-47ae2157e317-mid"" alt=""순수하고 귀여운 눈웃음이 매력인 BTS 지민!
하지만 에디터가 가장 인상이 남는 룩은 바로
남성미 폴폴 나는 수트 패션이라궁..

지민은 한 인터뷰에서 수트 입었을 때
더 기분이 더 좋은 것 같다며
정장을 택할 만큼 수트사랑이 대단한데,
에디터는 이 조합 찬성일세!♡⁺◟(●˙▾˙●)◞⁺"">
                  </figure>
              
          
          
              <div class=""description"">순수하고 귀여운 눈웃음이 매력인 BTS 지민!
하지만 에디터가 가장 인상이 남는 룩은 바로
남성미 폴폴 나는 수트 패션이라궁..

지민은 한 인터뷰에서 수트 입었을 때
더 기분이 더 좋은 것 같다며
정장을 택할 만큼 수트사랑이 대단한데,
에디터는 이 조합 찬성일세!♡⁺◟(●˙▾˙●)◞⁺</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/56c9b121-9d8f-4776-a734-5c2d671845b5-mid"" alt=""남친룩하면 캐주얼한 의상도 많지만
좀 더 분위기를 바꾸고 싶다면
이런 세미 정장을 추천해

꼭 중요한 자리가 아니더라도
완벽한 수트핏은 남성다움을 선사해 주고
그날을 특별하게 만들어줄 것 같아 :)

지민처럼 멋스러운 수트 패션을
연출하고 싶다면 포인트가 되는 유색 티셔츠나
또는 패션 브로치 함께 매치해
 이국적인 느낌의 코디를 완성해보자 >.<
"">
                  </figure>
              
          
          
              <div class=""description"">남친룩하면 캐주얼한 의상도 많지만
좀 더 분위기를 바꾸고 싶다면
이런 세미 정장을 추천해

꼭 중요한 자리가 아니더라도
완벽한 수트핏은 남성다움을 선사해 주고
그날을 특별하게 만들어줄 것 같아 :)

지민처럼 멋스러운 수트 패션을
연출하고 싶다면 포인트가 되는 유색 티셔츠나
또는 패션 브로치 함께 매치해
 이국적인 느낌의 코디를 완성해보자 &gt;.&lt;</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/42c54ecd-5ca8-4d57-a758-184ad0b7fe09-mid"" alt=""훈훈한 외모를 보여주는
방탄소년단 뷔의패션을 분석해보니
전체적으로 와이드 한 핏을
즐겨 입는 것같더라구!

공식 석상 또는 사복패션에서도
그의 오버사이즈 사랑을 볼 수 있었는데,

너무 과한 와이드 팬츠는
촌스러울 수도 있는데, 뷔는 적당히 퍼지는
슬랙스 팬츠와  로퍼를 함께 매치해
댄디하면서 깔끔한 인상을 주었어"">
                  </figure>
              
          
          
              <div class=""description"">훈훈한 외모를 보여주는
방탄소년단 뷔의패션을 분석해보니
전체적으로 와이드 한 핏을
즐겨 입는 것같더라구!

공식 석상 또는 사복패션에서도
그의 오버사이즈 사랑을 볼 수 있었는데,

너무 과한 와이드 팬츠는
촌스러울 수도 있는데, 뷔는 적당히 퍼지는
슬랙스 팬츠와  로퍼를 함께 매치해
댄디하면서 깔끔한 인상을 주었어</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/88339949-7f94-4003-9b83-c76112221bbf-mid"" alt=""와이드 팬츠는
스트리트 패션을 좋아하는 사람들에게만
한정되어 있는 줄 알았는데

요즘 트렌드 아이템이다 보니 스파 브랜드나
디자이너 브랜드에서도 많이 볼 수 있었어

누구나 멋스럽게 매치할 수 있도록
과하지 않고 적당히 여유로운 핏으로
데일리부터 격식룩까지
멋스럽게 소화할 수 있기 때문에
올해는 와이드 팬츠를 하나 정도 구비해보자!"">
                  </figure>
              
          
          
              <div class=""description"">와이드 팬츠는
스트리트 패션을 좋아하는 사람들에게만
한정되어 있는 줄 알았는데

요즘 트렌드 아이템이다 보니 스파 브랜드나
디자이너 브랜드에서도 많이 볼 수 있었어

누구나 멋스럽게 매치할 수 있도록
과하지 않고 적당히 여유로운 핏으로
데일리부터 격식룩까지
멋스럽게 소화할 수 있기 때문에
올해는 와이드 팬츠를 하나 정도 구비해보자!</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/15d52dd1-d3b1-49ee-ad1e-e306241a8bfe-mid"" alt=""방탄소년단 정국은
해외 투어를 떠나는 공항패션에서
개량한복을 입고 나타나
SNS와 뉴스가 정말 난리였었지!

글로벌 케이팝스타로써
한국의 전통의상을 알리고,
실제 정국 효과로 국내외 팬들
그리고 일반인들의 한복에 대한 관심이
높아졌다고 해
(크으…국뽕에 치인다… bb)

또한 실제로 정국이 입었던 한복 브랜드가
백화점에 입점되는 현상까지!

패션을 넘어서 경제적인 영향력까지
정말 대단하다고 생각이 들어,,♥"">
                  </figure>
              
          
          
              <div class=""description"">방탄소년단 정국은
해외 투어를 떠나는 공항패션에서
개량한복을 입고 나타나
SNS와 뉴스가 정말 난리였었지!

글로벌 케이팝스타로써
한국의 전통의상을 알리고,
실제 정국 효과로 국내외 팬들
그리고 일반인들의 한복에 대한 관심이
높아졌다고 해
(크으…국뽕에 치인다… bb)

또한 실제로 정국이 입었던 한복 브랜드가
백화점에 입점되는 현상까지!

패션을 넘어서 경제적인 영향력까지
정말 대단하다고 생각이 들어,,♥</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/d732f8ef-4137-4b1d-bf3a-7efce5d3e4f3-mid"" alt=""에디터 중학교 다닐 때
도덕 선생님의 트레이드 마크 개량한복…★
이젠 도덕쌤만 입는다는 편견은 버리자!

전 세대가 입을 수 있는 개량 한복은
한국 전통의상의 멋스러움과 편안함이 느껴져,
거기다 한복이라서 가격이 비쌀 줄 알았는데
생각보다 저렴한 거 있지??

생활 한복을 좀 더 멋스럽게 입고 싶다면
정국의 공항 패션처럼
상의는 자켓처럼 멋스럽게 오픈하고
운동화 또는 백팩 등 다양한 악세사리를
매치해 모던하게 연출해보자 :-)
"">
                  </figure>
              
          
          
              <div class=""description"">에디터 중학교 다닐 때
도덕 선생님의 트레이드 마크 개량한복…★
이젠 도덕쌤만 입는다는 편견은 버리자!

전 세대가 입을 수 있는 개량 한복은
한국 전통의상의 멋스러움과 편안함이 느껴져,
거기다 한복이라서 가격이 비쌀 줄 알았는데
생각보다 저렴한 거 있지??

생활 한복을 좀 더 멋스럽게 입고 싶다면
정국의 공항 패션처럼
상의는 자켓처럼 멋스럽게 오픈하고
운동화 또는 백팩 등 다양한 악세사리를
매치해 모던하게 연출해보자 :-)</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  
                      
                          <figure class=""image"">
                              <img src=""https://d33ur1yh5ph6b5.cloudfront.net/a9e548ac-acfc-4f80-9121-24834d9230be"" alt=""지금까지 7인 7색
방탄소년단 멤버들의 패션을 분석해봤어!

실력, 외모.. 그리고 패션까지
정말.. 너무 완벽하다.. 그치...?..?

그럼 에디터는 구독자들의 마음을 사로잡을
패션 정보로 또 찾아올게, 그럼 보라해~♥
"">
                          </figure>
                      
                   
              
          
          
              <div class=""description"">지금까지 7인 7색
방탄소년단 멤버들의 패션을 분석해봤어!

실력, 외모.. 그리고 패션까지
정말.. 너무 완벽하다.. 그치...?..?

그럼 에디터는 구독자들의 마음을 사로잡을
패션 정보로 또 찾아올게, 그럼 보라해~♥</div>
          	                
  
 </div>",43,1700,https://d33ur1yh5ph6b5.cloudfront.net/e00a127f-fbc8-4cbd-83f9-62e9f16a4980-small,"전 세계 아미들 소리 벗고 팬티 질럿…!!!!!

오늘은 잘생긴 애 옆에 잘생긴 애~
비주얼과 패션 모두 훈훈한
방탄소년단 멤버들의 패션을 분석해봤어!"
요즘 포인트는 아이 메이크업이라며?! 집 콕에 지친 에디터의 GRWM,"<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/688ce150-0839-40d6-bbf1-7dd3c682306d-mid"" alt=""솔직히... 혼자 메이크업할 때
뷰티 유튜버 따라 한 적 있다? 없다?
에디터는... 있다...★

집 콕에 지친 에디터,
드디어 뷰티 유튜버에 빙의했다!

에디터와 방구석에서 함께해봐요~
올리브영 메이크업 추천템으로 하는
아이 메이크업 GRWM (함께해요♥)"">
                  </figure>
              
          
          
              <div class=""description"">솔직히... 혼자 메이크업할 때
뷰티 유튜버 따라 한 적 있다? 없다?
에디터는... 있다...★

집 콕에 지친 에디터,
드디어 뷰티 유튜버에 빙의했다!

에디터와 방구석에서 함께해봐요~
올리브영 메이크업 추천템으로 하는
아이 메이크업 GRWM (함께해요♥)</div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/1483bb53-ef26-4ccc-ae23-8b3a68e0dbed-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/74b0b1f9-6df8-465a-8f6c-122e25072bf2-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/c6b53e39-8f18-43c1-8ace-18f26482b9ca-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/10f29bff-6d13-4f6a-a683-962b7d689e3f-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/4a026a59-dc8a-49b8-8012-5be617d12af8-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/77655286-49aa-4b9b-8cbe-6c066c3f07b3-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/51524fb6-df16-4e39-8337-ec592e2bd880-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/9669c33f-a00b-44a3-9746-93ede66bcb5f-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/3db974d1-96ca-4db2-977e-67baef952797-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/1fe0db47-eec6-45d7-a961-fcab498833ef-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/9228cacf-ac1d-4432-b45a-d75f73b55ad7-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/f93ff930-315c-4a52-91a3-eb6b854c85c0-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/c0d10dee-21a9-42af-b6b1-4177725b0677-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/a600a936-505b-4dfc-94b8-793532137f37-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/8f22c560-a4ea-4537-bdf7-45e2aba9d6da-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/10532a38-ccd3-40e7-a198-dce360e8126e-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/7e88e746-5a90-489b-a225-ba6e69434a7c-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/273a2c2d-22a4-4919-99f5-308264e4cccf-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>
     
     	 

<div class=""resource"">
                   
          
              
                  <figure class=""image"">
                      <img src=""https://d33ur1yh5ph6b5.cloudfront.net/13d4a5a1-5eb8-4938-8247-4df3193daf4a-mid"" alt="""">
                  </figure>
              
          
          
              <div class=""description""></div>
          	                
  
 </div>",159,12600,https://d33ur1yh5ph6b5.cloudfront.net/b9a7b156-f287-459c-998a-7eae2e9bdd30-small,"솔직히... 혼자 메이크업할 때
뷰티 유튜버 따라 한 적 있다? 없다?
에디터는... 있다...★

집 콕에 지친 에디터,
드디어 뷰티 유튜버에 빙의했다!

에디터와 방구석에서 함께해봐요~
올리브영 메이크업 추천템으로 하는
아이 메이크업 GRWM (함께해요♥)"
