brand,product,product_image,like_number,review,mini,capacity,price,first_category,second_category
더샘,쓰리 엣지 글로우 베이스,https://d33ur1yh5ph6b5.cloudfront.net/dac840b4-ec6e-4519-aab4-a58cd364a7a0,24,69,44,30ml,18000,1,1
더페이스샵,에어 코튼 메이크업베이스 [01 민트],https://d33ur1yh5ph6b5.cloudfront.net/c6f312b7-3edb-481c-b3df-9f55b121c66f,154,71,100,35g,4000,1,1
더페이스샵,에어 코튼 메이크업베이스 [02 라벤더],https://d33ur1yh5ph6b5.cloudfront.net/294e45e3-fc6c-48dc-91c0-aebfecb5bccf,82,70,84,35g,4000,1,1
에뛰드하우스,글로우 온 베이스 하이드라,https://d33ur1yh5ph6b5.cloudfront.net/a1918b9d-8f9e-434b-9a24-22c818548279,18,27,22,30ml,16000,1,1
폴앤조보떼,프로텍팅 파운데이션 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/58641f59-bbf4-42e4-a528-f2a81aa08309,4,30,3,30ml,45000,1,1
문샷,멀티 프로텍션 틴티드 모이스처,https://d33ur1yh5ph6b5.cloudfront.net/d2fa3ed7-984f-4a07-b3af-cd30ced9a62c,6,27,8,40ml,25000,1,1
에뛰드하우스,글로우 온 베이스 오일볼륨,https://d33ur1yh5ph6b5.cloudfront.net/a0985371-e660-45b2-95c1-e3da2d171d05,25,26,19,30ml,16000,1,1
클라뷰,화이트 펄세이션 아이디얼 액트리스 백스테이지 크림 [로즈],https://d33ur1yh5ph6b5.cloudfront.net/b99995c2-c700-49c6-8b9c-45af78c3db9e,2,25,13,30ml,28000,1,1
이니스프리,미네랄 수분피팅 베이스,https://d33ur1yh5ph6b5.cloudfront.net/77da2429-d849-4797-b992-0054eacf6f9c,111,9,24,40ml,12000,1,1
이니스프리,미네랄 메이크업 베이스 [2호 바닐라그린],https://d33ur1yh5ph6b5.cloudfront.net/1a88ce6e-39b3-11e4-9866-06f4fe0000b5,85,19,26,40ml,12000,1,1
맥(MAC),스트롭 크림,https://d33ur1yh5ph6b5.cloudfront.net/eab4a219-3ed5-11e4-ae91-06a6fa0000b9,35,17,12,50ml,49000,1,1
에뛰드하우스,베이비 슈 베이스 [피치슈],https://d33ur1yh5ph6b5.cloudfront.net/ae3d0ac8-3bdb-11e4-ae91-06a6fa0000b9,15,14,6,35g,11000,1,1
아쿠탑,워터 컬러 메이크업 크림 [롤링그린],https://d33ur1yh5ph6b5.cloudfront.net/be3a90a8-afcd-455a-8ef5-8bf7ee82e2c9,2,16,5,30ml,32000,1,1
이니스프리,미네랄 메이크업 베이스 [3호 크림퍼플],https://d33ur1yh5ph6b5.cloudfront.net/1b9312d9-39b3-11e4-9866-06f4fe0000b5,42,10,18,40ml,12000,1,1
아쿠탑,워터 컬러 메이크업 크림 [롤링블링],https://d33ur1yh5ph6b5.cloudfront.net/45bd80bf-fceb-482f-a797-39d6c2d51d9f,1,12,11,30ml,32000,1,1
클라뷰,화이트 펄세이션 아이디얼 액트리스 백스테이지 크림 [라벤더],https://d33ur1yh5ph6b5.cloudfront.net/28d6ad88-cd5f-467c-8d3a-96f4a9d02cbc,0,10,4,30ml,28000,1,1
클라뷰,화이트 펄세이션 아이디얼 액트리스 백스테이지 크림 [민트],https://d33ur1yh5ph6b5.cloudfront.net/709f846b-8968-46b1-9d53-f75e8f79bff8,0,10,2,30ml,28000,1,1
더페이스샵,오일컷 모공밤,https://d33ur1yh5ph6b5.cloudfront.net/b09a838d-3f05-11e4-a530-06530c0000b4,33,12,8,17g,9000,1,1
페리페라,페리페라 블러팡 [퓨어밀크블러],https://d33ur1yh5ph6b5.cloudfront.net/b90aaa12-0182-43f0-b5d1-38085a78904f,94,67,111,50ml,10000,1,2
코스노리,화이트닝드레스 미백 톤업크림,https://d33ur1yh5ph6b5.cloudfront.net/45e87fb2-05eb-442f-b9fb-51c992855b38,39,73,54,50ml,32000,1,2
맥스클리닉,로지 핑크 톤 업 크림,https://d33ur1yh5ph6b5.cloudfront.net/67db0669-84bb-46ca-afde-96d18e297723,3,47,21,50ml,28000,1,2
언파 코스메틱,바이바이 시카톤업크림,https://d33ur1yh5ph6b5.cloudfront.net/78c443a0-0d6d-4329-b602-083928e71e9a,18,75,9,50ml,26000,1,2
페리페라,페리페라 블러팡 [피치밀크블러],https://d33ur1yh5ph6b5.cloudfront.net/9645c1f7-d8da-450f-960b-b69de9886a1b,50,47,67,50ml,10000,1,2
이니스프리,제주 왕벚꽃 톤업 크림,https://d33ur1yh5ph6b5.cloudfront.net/5d5d5250-5be4-40af-9163-46b2bf0b3165,51,13,47,50ml,20000,1,2
더블유랩(W.Lab),화이트 홀릭,https://d33ur1yh5ph6b5.cloudfront.net/83375bc8-fa86-41de-b0f8-655593b83d07,51,24,38,50ml,30000,1,2
에스투앤디(S2ND),핑크터치 올인원 톤업 크림,https://d33ur1yh5ph6b5.cloudfront.net/acab629e-b398-43d0-9d0f-1f55c99b7481,1,25,3,50ml,28000,1,2
식스틴브랜드(16브랜드),구름 미백 로션,https://d33ur1yh5ph6b5.cloudfront.net/27a71f5a-af38-4596-8cd5-e844c06d49e2,16,25,6,30ml,11000,1,2
코스노리,코스노리 샤이닝 드레스 쉬머 펄 크림,https://d33ur1yh5ph6b5.cloudfront.net/844a3e54-c9e1-4847-a544-3546a6557f7b,1,27,11,50ml,26000,1,2
페리페라,페리페라 블러팡 [바나나밀크블러],https://d33ur1yh5ph6b5.cloudfront.net/58623f62-07fb-45cd-bea0-3999c37a6181,14,17,34,50ml,10000,1,2
어퓨,톤업팡 베이스 [핑크],https://d33ur1yh5ph6b5.cloudfront.net/45704292-1928-4a62-9467-761433f749a2,7,21,6,35g,14800,1,2
닥터뉴엘,화이트 톤업크림 [첫눈크림],https://d33ur1yh5ph6b5.cloudfront.net/8c48303c-35fa-4bb5-9453-0db7b0e495d7,12,29,10,50ml,20000,1,2
구달,청귤 비타C 잡티 톤업 크림,https://d33ur1yh5ph6b5.cloudfront.net/0b5156bb-0479-4993-8ebf-8e98c5a26f9c,7,14,8,50ml,22000,1,2
나인위시스,VB 톤업 [핑크],https://d33ur1yh5ph6b5.cloudfront.net/3a4eda25-a236-40eb-acea-9cc4d8073a27,5,27,7,30ml,35000,1,2
애플린,백설기 크림,https://d33ur1yh5ph6b5.cloudfront.net/7ce3aac3-f7e5-4e85-9250-595205c4fb13,17,8,16,50ml,19000,1,2
블랙루즈 (BLACK ROUGE),핑크 톤업 크림,https://d33ur1yh5ph6b5.cloudfront.net/0063ff60-26ba-4cf0-a049-02af23418ded,8,13,5,45ml,17900,1,2
데일리스킨,화이트닝 크림 [피치피치],https://d33ur1yh5ph6b5.cloudfront.net/63cfdcff-bfd9-4f15-afb7-502873cc22e7,13,10,11,70ml,27000,1,2
에뛰드하우스,더블래스팅 파운데이션 NEW [19호 로지퓨어],https://d33ur1yh5ph6b5.cloudfront.net/f99ed1d1-1beb-4b2d-b9ee-30ac921be98d,209,85,185,30g,18000,1,3
스킨푸드,청포도 프레시 파운데이션21호 스킨베이지,https://d33ur1yh5ph6b5.cloudfront.net/2b045980-72b6-4986-84c2-0a9c2cd91d5e,570,72,130,30ml,8900,1,3
한율,커버 파운데이션 [21C 화사한 아이보리],https://d33ur1yh5ph6b5.cloudfront.net/7a16251f-191c-4c04-9031-76e97c739027,88,28,50,30ml,39000,1,3
더페이스샵,잉크래스팅 파운데이션 슬림핏 [V201 애프리콧베이지],https://d33ur1yh5ph6b5.cloudfront.net/f051d6ea-fdd0-4925-b116-ed7852b9d8ec,52,31,43,30ml,18000,1,3
미샤,[더 스타일] 언더아이브라이트너 (라이트베이지),https://d33ur1yh5ph6b5.cloudfront.net/221db9c9-3a52-11e4-9866-06f4fe0000b5,84,20,36,6g,3300,1,3
미샤,래디언스 퍼펙트핏 파운데이션 [21호 바닐라],https://d33ur1yh5ph6b5.cloudfront.net/2c5dc0a4-31f9-4615-9eda-e485553f385b,4,41,5,35ml,23000,1,3
스킨푸드,청포도 프레시 파운데이션 [13호 라이트 베이지],https://d33ur1yh5ph6b5.cloudfront.net/d5a2014f-61ff-4288-bcc4-1172e3e25d7d,113,34,47,30ml,8900,1,3
헤라,블랙파운데이션 [21N1 바닐라],https://d33ur1yh5ph6b5.cloudfront.net/3c81d5c9-4f64-483e-bf3c-33ebe9ff0ac4,8,33,14,35ml,60000,1,3
지베르니,고밀착 시그니처 파운데이션 [02 로지 포슬린],https://d33ur1yh5ph6b5.cloudfront.net/fe27f11a-8c65-4182-b16d-2717f705d378,4,33,3,30ml,45000,1,3
페리페라,잉크래스팅 커버 파운데이션 [02 베이지],https://d33ur1yh5ph6b5.cloudfront.net/cee4b618-d91d-4f37-a118-64402df91606,23,28,21,30ml,12000,1,3
더페이스샵,잉크래스팅 파운데이션 슬림핏 [N201 애프리콧베이지],https://d33ur1yh5ph6b5.cloudfront.net/879a7af5-18c7-48b5-ae9c-bbebc215feb0,20,18,22,30ml,18000,1,3
메이블린 뉴욕,핏미 파운데이션 SPF 22 [115 아이보리],https://d33ur1yh5ph6b5.cloudfront.net/051a3dec-f40f-4635-a476-4a164cdadd87,6,24,5,30ml,18000,1,3
레브론(REVLON),컬러스테이 메이크업 파운데이션 지복합용 [150 버프],https://d33ur1yh5ph6b5.cloudfront.net/e364d91b-6df3-43f1-8f47-cbf60571f508,55,34,46,30ml,24000,1,3
스킨푸드,청포도 프레시 파운데이션 [23호 내추럴 베이지],https://d33ur1yh5ph6b5.cloudfront.net/e7011572-e076-4726-84c5-a6fbf6ef9385,39,16,22,30ml,8900,1,3
한율,커버 파운데이션 [21N 차분한 아이보리],https://d33ur1yh5ph6b5.cloudfront.net/75c42ab0-1bb7-4999-bb9c-4b64825f470f,8,22,5,30ml,39000,1,3
에스티로더,더블 웨어 스테이-인-플레이스 메이크업 [본],https://d33ur1yh5ph6b5.cloudfront.net/3103b68a-3f14-11e4-a530-06530c0000b4,82,14,26,30ml,65000,1,3
지베르니,밀착 커버 파운데이션 [02 옐로우 스킨],https://d33ur1yh5ph6b5.cloudfront.net/4754b3c7-c4f7-4a1e-abd3-249d9a1c0a13,48,24,25,30ml,30000,1,3
더마콜,메이크업 커버,https://d33ur1yh5ph6b5.cloudfront.net/aa867715-39aa-11e4-9866-06f4fe0000b5,120,28,34,30ml,29000,1,3
더샘,커버 퍼펙션 팁 컨실러 [01 클리어 베이지],https://d33ur1yh5ph6b5.cloudfront.net/61a314b9-3afa-11e4-9866-06f4fe0000b5,456,68,143,6.8g,5000,1,4
더샘,커버 퍼펙션 팁 컨실러 [1.5 내추럴 베이지],https://d33ur1yh5ph6b5.cloudfront.net/e6160c1f-3040-4f83-a929-8a2772a8672b,170,76,144,6.5g,5000,1,4
루나(LUNA),롱래스팅 팁 컨실러 [01호 라이트 베이지],https://d33ur1yh5ph6b5.cloudfront.net/c1951b07-7cea-4a40-80b0-bd12fd0238fb,121,70,85,7.5g,14000,1,4
더페이스샵,컨실러 듀얼베일 [ V201 애프리콧 베이지],https://d33ur1yh5ph6b5.cloudfront.net/fe58b310-14a8-429e-90db-871c46e003bf,94,88,62,8.1g,10900,1,4
더페이스샵,컨실러 듀얼베일 V107 아이보리베이지,https://d33ur1yh5ph6b5.cloudfront.net/fcb8cd50-bcba-4c3a-9b39-43135f9bde8f,211,45,78,8.1g,10900,1,4
더샘,커버 퍼펙션 팁 컨실러 [02 리치 베이지],https://d33ur1yh5ph6b5.cloudfront.net/627d6f1b-3afa-11e4-9866-06f4fe0000b5,164,43,42,6.8g,5000,1,4
메이블린 뉴욕,핏미 컨실러 [15 페어],https://d33ur1yh5ph6b5.cloudfront.net/cca4e12a-c489-48c8-a112-d5131bb48413,12,51,20,6.8ml,14000,1,4
아리따움,풀커버 리퀴드 컨실러 1호 라이트베이지,https://d33ur1yh5ph6b5.cloudfront.net/ec6cb970-39a6-11e4-a530-06530c0000b4,117,37,28,25ml,7000,1,4
루나(LUNA),롱래스팅 팁 컨실러 (02호 내추럴 베이지),https://d33ur1yh5ph6b5.cloudfront.net/f4c6385d-557c-4807-adc0-62c123102a77,29,29,38,7.5g,14000,1,4
이니스프리,미네랄 스틱 컨실러 2호 내추럴베이지,https://d33ur1yh5ph6b5.cloudfront.net/3f832d48-39b6-11e4-92f0-06fd000000c2,118,10,32,2g,8000,1,4
캐트리스,올라운드 컨실러,https://d33ur1yh5ph6b5.cloudfront.net/82172cbc-7034-4718-aab1-f8faee897ede,49,33,22,6g,6500,1,4
아리따움,풀커버 리퀴드 컨실러 2호 내추럴베이지,https://d33ur1yh5ph6b5.cloudfront.net/ed5b5e7c-39a6-11e4-a530-06530c0000b4,42,24,16,25ml,7000,1,4
나스(NARS),래디언트 크리미 컨실러 [커스터드],https://d33ur1yh5ph6b5.cloudfront.net/8c54854b-4469-415b-ae1f-a2e07c4d6303,103,4,7,6ml,40000,1,4
더샘,더마 웨어 컨실러 [01 라이트 베이지],https://d33ur1yh5ph6b5.cloudfront.net/2e0bf83f-9186-4ff9-bdc0-b92d9932dd5c,5,16,10,10g,10000,1,4
베네피트,보잉 에어 브러쉬 컨실러,https://d33ur1yh5ph6b5.cloudfront.net/d3d3a465-3650-4dfb-864f-90b26e43f910,2,23,18,5g,31000,1,4
클리오,킬커버 프로 아티스트 리퀴드 컨실러 2호,https://d33ur1yh5ph6b5.cloudfront.net/314036e3-3efc-11e4-9866-06f4fe0000b5,18,15,30,7.5g,16000,1,4
에뛰드하우스,플레이 101 스틱 컨투어 듀오,https://d33ur1yh5ph6b5.cloudfront.net/ece13d12-067f-4bcd-a25f-e74430f05fe2,33,26,13,1.7g,12000,1,4
미샤,[더 스타일] 퍼펙트 컨실러 (라이트 베이지),https://d33ur1yh5ph6b5.cloudfront.net/241f2eab-3a52-11e4-9866-06f4fe0000b5,67,9,19,3g,3300,1,4
헤라,블랙쿠션 [21호 바닐라],https://d33ur1yh5ph6b5.cloudfront.net/6d1a1d89-801f-410f-99d8-0cf5abc63677,80,98,98,30g,55000,1,5
클리오,킬커버 파운웨어 쿠션 XP [3호 리넨],https://d33ur1yh5ph6b5.cloudfront.net/f22642f0-e4d6-4927-9137-963fe4c9c277,116,80,96,35g,32000,1,5
미샤,[M] 매직 쿠션 모이스처 SPF50+ PA+++ [21호],https://d33ur1yh5ph6b5.cloudfront.net/483e4761-b11d-4832-9f0b-ffff5915f416,268,85,100,15g,6800,1,5
이니스프리,롱웨어 쿠션 21호 내츄럴베이지,https://d33ur1yh5ph6b5.cloudfront.net/e5cd0d38-39b2-11e4-9866-06f4fe0000b5,407,46,65,15g,20000,1,5
미샤,매직 쿠션 SPF50+ PA+++[21호],https://d33ur1yh5ph6b5.cloudfront.net/53886db2-bfb7-450e-8e7e-81548383affd,222,51,71,15g,6800,1,5
셉(SEP),쿠션Z [21호],https://d33ur1yh5ph6b5.cloudfront.net/4848b3e9-4dbe-466a-a352-c2df0cd51c48,4,60,42,28g,32000,1,5
클리오,킬커버 컨실 쿠션 [002 란제리],https://d33ur1yh5ph6b5.cloudfront.net/13e17018-c850-4050-a4ca-9abc0f9dc538,34,13,79,13g,32000,1,5
로라메르시에,플로리스 뤼미에르 래디언스 퍼펙팅 쿠션 [1N1 크림],https://d33ur1yh5ph6b5.cloudfront.net/823b9242-020b-4f8c-992b-c41f5f44c8e3,5,51,2,15g,69000,1,5
페리페라,잉크래스팅 핑크 쿠션 [001 핑크아이보리],https://d33ur1yh5ph6b5.cloudfront.net/e2feada0-c0ed-4fa2-a7a7-d9f1e0e9e081,89,41,56,14g,12000,1,5
미샤,[M] 매직 쿠션 모이스처 SPF50+ PA+++ [23호],https://d33ur1yh5ph6b5.cloudfront.net/f1557363-3c06-4d42-a0e5-eb7515d67172,65,45,49,15g,6800,1,5
미샤,매직 쿠션 SPF50+ PA+++[23호],https://d33ur1yh5ph6b5.cloudfront.net/53886db2-bfb7-450e-8e7e-81548383affd,101,35,34,15g,6800,1,5
미샤,매직 쿠션 모이스처 (라인프렌즈 에디션 특별기획 패키지),https://d33ur1yh5ph6b5.cloudfront.net/283a59b4-7352-49b0-ae67-d1632f72a671,137,57,45,15g,11600,1,5
아이오페,에어쿠션 XP 21호(내추럴),https://d33ur1yh5ph6b5.cloudfront.net/29186315-3f13-11e4-ae91-06a6fa0000b9,59,17,42,30ml,40000,1,5
클리오,킬커버 파운웨어 쿠션 XP [2호 란제리],https://d33ur1yh5ph6b5.cloudfront.net/c308ab21-960b-4cc2-a15c-1170e15595f9,68,37,40,35g,32000,1,5
어퓨,에어 핏 뽀얀 쿠션 (도라에몽 에디션),https://d33ur1yh5ph6b5.cloudfront.net/654e2f7f-ab04-4b1a-ba63-61078843794d,235,61,54,14g,5800,1,5
어퓨,커버팡 착붙 쿠션,https://d33ur1yh5ph6b5.cloudfront.net/dbf467ca-228b-4e97-bf90-39e048e420c7,8,33,3,15g,15800,1,5
미샤,매직 쿠션 (라인프렌즈 에디션 특별기획 패키지),https://d33ur1yh5ph6b5.cloudfront.net/227c344e-b251-48d6-a94c-035f7977883e,73,42,36,15g,11600,1,5
클리오,킬 커버 앰플쿠션 [2호 란제리],https://d33ur1yh5ph6b5.cloudfront.net/5ef11bd2-8b3f-4bb8-b5d7-56c739732cb3,8,27,17,30g,32000,1,5
이니스프리,노세범 미네랄 파우더,https://d33ur1yh5ph6b5.cloudfront.net/25538af4-ee96-46cb-a07e-949ddd320051,1263,314,737,5g,6000,1,6
이니스프리,노세범 미네랄 팩트,https://d33ur1yh5ph6b5.cloudfront.net/430b4a20-39b3-11e4-a530-06530c0000b4,411,97,175,8.5g,10000,1,6
이글립스,블러 파우더 팩트,https://d33ur1yh5ph6b5.cloudfront.net/339e73ec-500b-47b1-893e-2a347e092fae,53,53,106,9g,11000,1,6
클라뷰,화이트 펄세이션 올 데이 피팅 펄 세럼 팩트 [21호 화사한 라이트 베이지],https://d33ur1yh5ph6b5.cloudfront.net/d9a28b8f-cc97-4100-8d5c-a87f27f0c7dc,3,71,44,12.5g,33000,1,6
마녀공장,허브 노세범 파우더,https://d33ur1yh5ph6b5.cloudfront.net/d6bd041f-56fc-42ca-843d-c4482099850e,5,70,33,6.5g,15000,1,6
다이소,윙크걸 기름종이 파우더,https://d33ur1yh5ph6b5.cloudfront.net/cf50a272-5394-46fd-ac75-e8974cb44247,19,30,103,1ea,3000,1,6
아리따움,포어 마스터 세범 컨트롤 파우더,https://d33ur1yh5ph6b5.cloudfront.net/78f632eb-f090-4989-863a-244fb75e9dd1,175,38,45,5g,6000,1,6
스킨푸드,피치사케 포어 팩트,https://d33ur1yh5ph6b5.cloudfront.net/39278973-39ba-11e4-ae91-06a6fa0000b9,115,39,37,9g,7900,1,6
아리따움,포어 마스터 세범 컨트롤 팩트,https://d33ur1yh5ph6b5.cloudfront.net/0ddff1b2-0ef4-4dfb-8131-27d66d451664,76,37,31,8.5g,8000,1,6
스킨푸드,피치뽀송 멀티 피니시 파우더,https://d33ur1yh5ph6b5.cloudfront.net/ed48c0d0-887c-45ca-9371-eb474a23be8f,16,22,40,15g,11000,1,6
키보,F5 새로고침 피니쉬 파우더,https://d33ur1yh5ph6b5.cloudfront.net/aa5672dc-2af8-4cc2-b2d8-0e9d01421b12,1,29,3,5g,11900,1,6
미샤,디 오리지널 텐션 팩트 퍼펙트 커버 [21호],https://d33ur1yh5ph6b5.cloudfront.net/a4f824e9-9286-443c-869d-cde6bb04548b,37,28,36,14g,17800,1,6
미샤,디 오리지널 텐션 팩트 인텐스 모이스처 [21호],https://d33ur1yh5ph6b5.cloudfront.net/831fe95c-dd37-467a-8d65-bcf85560f459,11,35,20,14g,17800,1,6
폰즈,비비 매직 파우더,https://d33ur1yh5ph6b5.cloudfront.net/64cf24e9-63e5-4c12-bd6c-180006f080bb,3,17,17,50g,5000,1,6
에뛰드하우스,소녀 기름종이 팩트,https://d33ur1yh5ph6b5.cloudfront.net/9142d3fe-3bdb-11e4-9866-06f4fe0000b5,80,11,23,8g,8500,1,6
토니모리,캣츠윙크 클리어 팩트 [01 클리어 스킨],https://d33ur1yh5ph6b5.cloudfront.net/bc31c86c-3a19-11e4-92f0-06fd000000c2,55,5,19,11g,7900,1,6
마데카21,테카솔 노세범 팩트,https://d33ur1yh5ph6b5.cloudfront.net/0dc2dc15-6912-4d9d-a8af-de6385d8a1ac,1,19,4,8g,10800,1,6
에이지투웨니스(Age 20's),에센스 커버팩트 TX,https://d33ur1yh5ph6b5.cloudfront.net/a0d08a5b-c4cf-4127-a33b-2bdeab6fa489,3,28,9,12.5g,45000,1,6
베네피트,더 포어페셔널 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/ad764a32-421e-11e4-92f0-06fd000000c2,101,28,41,22ml,46000,1,7
아리따움,포어 마스터 세범 컨트롤 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/3664815f-72e3-41b5-91ce-496315b10539,187,39,39,25ml,9000,1,7
에뛰드하우스,프루프 10 아이 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/2c397636-3bda-11e4-ae91-06a6fa0000b9,84,32,28,10ml,5500,1,7
코드글로컬러,G.루미에르 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/e2378955-ce55-47b6-acfc-7418af836c81,5,34,16,30ml,20000,1,7
브이디엘(VDL),루미레이어 일루미네이터,https://d33ur1yh5ph6b5.cloudfront.net/8a5a3f54-96d0-408c-a4b1-9c53ac5964c8,1,24,18,40ml,35000,1,7
나스(NARS),포어 & 샤인 컨트롤 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/99ab2287-9cf2-4d52-93ac-fd08cc01124f,7,33,7,30ml,50000,1,7
바닐라코,프라임 프라이머 클래식,https://d33ur1yh5ph6b5.cloudfront.net/98c2f3b0-3e4b-11e4-ae91-06a6fa0000b9,88,9,15,30ml,18000,1,7
이니스프리,노세범 블러 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/482c4d52-e5bb-4a9d-b5f2-0b9fd8d39a9a,44,12,19,25ml,10000,1,7
에이지투웨니스(AGE20's),예리코 로즈 톤 에센셜 UV 프라이머 [2호 그린민트],https://d33ur1yh5ph6b5.cloudfront.net/aec2041f-13bc-42c9-a3b5-a99716f61d37,2,15,3,30ml,25000,1,7
미샤,컬러 픽스 아이 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/cbec4346-5a40-467d-9857-9f16a64c5dc6,10,12,15,7.5g,9800,1,7
어퓨,스타트 업 포어 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/6a418999-d213-40f2-b435-43880a6185e2,118,11,19,30ml,10000,1,7
에뛰드하우스,픽스 앤 픽스 톤업 프라이머 [03호 라벤더],https://d33ur1yh5ph6b5.cloudfront.net/cdafafd3-54ba-4851-9f59-0f3060d28dbf,5,13,7,30ml,12000,1,7
에뛰드하우스,뷰티샷 페이스 블러,https://d33ur1yh5ph6b5.cloudfront.net/88a3fea7-d2b2-4027-b4ca-ba03d5f616d4,47,10,13,35g,15000,1,7
나스(NARS),래디언스 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/72c8fae7-010d-4d60-ae60-7570046e92e6,1,13,5,30ml,50000,1,7
에이지투웨니스(AGE20's),예리코 로즈 톤 에센셜 UV 프라이머 [1호 페일 라벤더],https://d33ur1yh5ph6b5.cloudfront.net/0eaf1d1f-71be-4038-8936-104b3fc9a1a0,3,10,2,30ml,25000,1,7
나스(NARS),스무드 & 프로텍트 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/9d684e93-7616-434b-a344-b8137d73e4ea,0,13,3,30ml,50000,1,7
브이디엘(VDL),컬러 코렉팅 프라이머 [팬톤 01 세레니티],https://d33ur1yh5ph6b5.cloudfront.net/270ae8c1-5dd8-48b8-8198-2c73a050ad62,5,6,8,30ml,21000,1,7
에뛰드하우스,픽스 앤 픽스 포어 프라이머,https://d33ur1yh5ph6b5.cloudfront.net/c854de3c-8073-4660-b1c3-0ce1c5775ea0,9,7,6,25g,12000,1,7
아리따움,풀커버 비비크림 [2호 내추럴베이지],https://d33ur1yh5ph6b5.cloudfront.net/e7198130-39a6-11e4-92f0-06fd000000c2,397,41,107,50ml,12000,1,8
토니모리,루미너스 여신광채 비비크림,https://d33ur1yh5ph6b5.cloudfront.net/0ab4fe66-dd1b-402c-9e4a-13a308a80a2b,184,61,80,45g,13000,1,8
바닐라코,잇 래디언트 CC크림 SPF30/PA++,https://d33ur1yh5ph6b5.cloudfront.net/ab286cb9-3e4b-11e4-a530-06530c0000b4,129,55,33,30ml,25000,1,8
아리따움,풀커버 비비크림 [1호 라이트베이지],https://d33ur1yh5ph6b5.cloudfront.net/e63561e8-39a6-11e4-92f0-06fd000000c2,100,48,40,50ml,12000,1,8
더페이스샵,페이스잇 파워퍼펙션 비비 SPF37PA++ 01 화사한 베이지,https://d33ur1yh5ph6b5.cloudfront.net/9cc06bf2-3f05-11e4-ae91-06a6fa0000b9,99,14,41,40g,22900,1,8
네이처리퍼블릭,슈퍼 오리진 콜라겐 비비크림 SPF25 PA++,https://d33ur1yh5ph6b5.cloudfront.net/36d851e5-3a48-11e4-92f0-06fd000000c2,188,18,41,45g,16900,1,8
미샤,M 퍼펙트 블랑 비비 [21호],https://d33ur1yh5ph6b5.cloudfront.net/32dc839b-e9c1-42c9-a76a-b8dc533c339a,2,31,2,40ml,20000,1,8
페리페라,페리스 잉크 드롭 BB,https://d33ur1yh5ph6b5.cloudfront.net/66a4b655-3f1e-457e-aa4d-b5667b1589d4,95,36,33,30ml,10000,1,8
정진호이펙트,R 선커버 [21호],https://d33ur1yh5ph6b5.cloudfront.net/49d488ba-09fd-43e5-a1a8-44bc31f28e83,1,23,10,50ml,45000,1,8
미샤,M 퍼펙트 커버 비비 크림 [21호 화사한 베이지],https://d33ur1yh5ph6b5.cloudfront.net/f429f64c-3a51-11e4-92f0-06fd000000c2,40,24,14,20ml,7800,1,8
아리따움,풀커버 비비케익 SPF42 PA++ 2호 내추럴베이지,https://d33ur1yh5ph6b5.cloudfront.net/e9283c04-39a6-11e4-92f0-06fd000000c2,150,16,23,12g,15000,1,8
네이처리퍼블릭,슈퍼 오리진 컴플리트 컨트롤 크림 SPF30 PA++ - 틴티드,https://d33ur1yh5ph6b5.cloudfront.net/38e81e93-3a48-11e4-a530-06530c0000b4,27,16,13,45g,28000,1,8
마몽드,토탈 솔루션 모이스처 BB [1호],https://d33ur1yh5ph6b5.cloudfront.net/f62f8d9d-20d6-45a6-af35-9c85c71641c8,50,16,23,40ml,23000,1,8
비욘드,"엔젤 아쿠아 수분 CC크림 (SPF25, PA++)",https://d33ur1yh5ph6b5.cloudfront.net/3e1b87cc-3ae9-11e4-a530-06530c0000b4,124,13,23,45ml,15000,1,8
토니모리,루미너스 순수광채 CC크림,https://d33ur1yh5ph6b5.cloudfront.net/5c81c80f-3a19-11e4-92f0-06fd000000c2,32,22,15,50ml,16800,1,8
더페이스샵,페이스 잇 아우라 CC크림 01 화사한 베이지,https://d33ur1yh5ph6b5.cloudfront.net/056c3aab-3f06-11e4-a530-06530c0000b4,20,5,10,20g,24900,1,8
미샤,M 퍼펙트 커버 비비 크림 RX [23호],https://d33ur1yh5ph6b5.cloudfront.net/b439f8ed-92bd-4f44-a779-d7b2bbd872e6,2,14,1,50ml,18000,1,8
더페이스샵,페이스 잇 아우라 CC크림 02 내추럴 베이지,https://d33ur1yh5ph6b5.cloudfront.net/069ca41a-3f06-11e4-ae91-06a6fa0000b9,32,9,8,20g,24900,1,8
투쿨포스쿨,아트클래스 익스트림 세팅 픽서,https://d33ur1yh5ph6b5.cloudfront.net/0b87ea97-75da-40ab-96ad-b217b861392a,28,25,13,80ml,15000,1,9
문샷,멀티 프로텍션 유브이 픽서,https://d33ur1yh5ph6b5.cloudfront.net/c0400dd6-e7b0-49e1-b686-7aee63a856af,14,29,6,40ml,25000,1,9
